Vulnerability ID,Summary Text,Base Score,Exploitability Score,Impact Score,CWE ID,Bugzilla Links
CVE-2019-9817,"Images from a different domain can be read using a canvas object in some circumstances. This could be used to steal image data from a different site in violation of same-origin policy. This vulnerability affects Thunderbird < 60.7, Firefox < 67, and Firefox ESR < 60.7.","5.0
5.3","10.0
3.9","2.9
1.4",CWE-346 Origin Validation Error,https://bugzilla.mozilla.org/show_bug.cgi?id=1540221
CVE-2019-9818,"A race condition is present in the crash generation server used to generate data for the crash reporter. This issue can lead to a use-after-free in the main process, resulting in a potentially exploitable crash and a sandbox escape. *Note: this vulnerability only affects Windows. Other operating systems are unaffected.*. This vulnerability affects Thunderbird < 60.7, Firefox < 67, and Firefox ESR < 60.7.","5.1
8.3","4.9
1.6","6.4
6.0",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1542581
CVE-2019-11714,"Necko can access a child on the wrong thread during UDP connections, resulting in a potentially exploitable crash in some instances. This vulnerability affects Firefox < 68.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1542593
CVE-2019-7317,png_image_free in png.c in libpng 1.6.x before 1.6.37 has a use-after-free because png_image_free_function is called under png_safe_execute.,"2.6
5.3","4.9
1.6","2.9
3.6",CWE-416 Use After Free,
CVE-2019-11712,"POST requests made by NPAPI plugins, such as Flash, that receive a status 308 redirect response can bypass CORS requirements. This can allow an attacker to perform Cross-Site Request Forgery (CSRF) attacks. This vulnerability affects Firefox ESR < 60.8, Firefox < 68, and Thunderbird < 60.8.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-352 Cross-Site Request Forgery (CSRF),https://bugzilla.mozilla.org/show_bug.cgi?id=1543804
CVE-2020-6822,"On 32-bit builds, an out of bounds write could have occurred when processing an image larger than 4 GB in <code>GMPDecodeData</code>. It is possible that with enough effort this could have been exploited to run arbitrary code. This vulnerability affects Thunderbird < 68.7.0, Firefox ESR < 68.7, and Firefox < 75.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-787 Out-of-bounds Write,https://bugzilla.mozilla.org/show_bug.cgi?id=1544181
CVE-2019-11707,"A type confusion vulnerability can occur when manipulating JavaScript objects due to issues in Array.pop. This can allow for an exploitable crash. We are aware of targeted attacks in the wild abusing this flaw. This vulnerability affects Firefox ESR < 60.7.1, Firefox < 67.0.3, and Thunderbird < 60.7.2.","7.5
8.8","10.0
2.8","6.4
5.9",CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),https://bugzilla.mozilla.org/show_bug.cgi?id=1544386
CVE-2019-11692,"A use-after-free vulnerability can occur when listeners are removed from the event listener manager while still in use, resulting in a potentially exploitable crash. This vulnerability affects Thunderbird < 60.7, Firefox < 67, and Firefox ESR < 60.7.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1544670
CVE-2019-17008,"When using nested workers, a use-after-free could occur during worker destruction. This resulted in a potentially exploitable crash. This vulnerability affects Thunderbird < 68.3, Firefox ESR < 68.3, and Firefox < 71.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1546331
CVE-2019-9815,"If hyperthreading is not disabled, a timing attack vulnerability exists, similar to previous Spectre attacks. Apple has shipped macOS 10.14.5 with an option to disable hyperthreading in applications running untrusted code in a thread through a new sysctl. Firefox now makes use of it on the main thread and any worker threads. *Note: users need to update to macOS 10.14.5 in order to take advantage of this change.*. This vulnerability affects Thunderbird < 60.7, Firefox < 67, and Firefox ESR < 60.7.","6.8
8.1","8.6
2.2","6.4
5.9",CWE-203 Observable Discrepancy,https://bugzilla.mozilla.org/show_bug.cgi?id=1546544
CVE-2019-11717,"A vulnerability exists where the caret (""^"") character is improperly escaped constructing some URIs due to it being used as a separator, allowing for possible spoofing of origin attributes. This vulnerability affects Firefox ESR < 60.8, Firefox < 68, and Thunderbird < 60.8.","5.0
5.3","10.0
3.9","2.9
1.4",CWE-116 Improper Encoding or Escaping of Output,https://bugzilla.mozilla.org/show_bug.cgi?id=1548306
CVE-2019-17018,"When in Private Browsing Mode on Windows 10, the Windows keyboard may retain word suggestions to improve the accuracy of the keyboard. This vulnerability affects Firefox < 72.","5.0
5.3","10.0
3.9","2.9
1.4",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1549394
CVE-2019-11700,A hyperlink using the res: protocol can be used to open local files at a known location in Internet Explorer if a user approves execution when prompted. *Note: this issue only occurs on Windows. Other operating systems are unaffected.*. This vulnerability affects Firefox < 67.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-862 Missing Authorization,https://bugzilla.mozilla.org/show_bug.cgi?id=1549833
CVE-2019-11711,"When an inner window is reused, it does not consider the use of document.domain for cross-origin protections. If pages on different subdomains ever cooperatively use document.domain, then either page can abuse this to inject script into arbitrary pages on the other subdomain, even those that did not use document.domain to relax their origin security. This vulnerability affects Firefox ESR < 60.8, Firefox < 68, and Thunderbird < 60.8.","6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1552541
CVE-2019-11702,"A hyperlink using protocols associated with Internet Explorer, such as IE.HTTP:, can be used to open local files at a known location with Internet Explorer if a user approves execution when prompted. *Note: this issue only occurs on Windows. Other operating systems are unaffected.*. This vulnerability affects Firefox < 67.0.2.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-862 Missing Authorization,https://bugzilla.mozilla.org/show_bug.cgi?id=1552627
CVE-2019-11716,"Until explicitly accessed by script, window.globalThis is not enumerable and, as a result, is not visible to code such as Object.getOwnPropertyNames(window). Sites that deploy a sandboxing that depends on enumerating and freezing access to the window object may miss this, allowing their sandboxes to be bypassed. This vulnerability affects Firefox < 68.","7.5
8.3","10.0
3.9","6.4
3.7",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1552632
CVE-2019-11728,"The HTTP Alternative Services header, Alt-Svc, can be used by a malicious site to scan all TCP ports of any host that the accessible to a user when web content is loaded. This vulnerability affects Firefox < 68.","4.3
4.7","8.6
2.8","2.9
1.4",CWE-668 Exposure of Resource to Wrong Sphere,https://bugzilla.mozilla.org/show_bug.cgi?id=1552993
CVE-2019-11715,"Due to an error while parsing page content, it is possible for properly sanitized user input to be misinterpreted and lead to XSS hazards on web sites in certain circumstances. This vulnerability affects Firefox ESR < 60.8, Firefox < 68, and Thunderbird < 60.8.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1555523
CVE-2019-11730,"A vulnerability exists where if a user opens a locally saved HTML file, this file can use file: URIs to access other files in the same directory or sub-directories if the names are known or guessed. The Fetch API can then be used to read the contents of any files stored in these directories and they may uploaded to a server. It was demonstrated that in combination with a popular Android messaging app, if a malicious HTML attachment is sent to a user and they opened that attachment in Firefox, due to that app's predictable pattern for locally-saved file names, it is possible to read attachments the victim received from other correspondents. This vulnerability affects Firefox ESR < 60.8, Firefox < 68, and Thunderbird < 60.8.","4.3
6.5","8.6
2.8","2.9
3.6",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1558299
CVE-2019-11742,"A same-origin policy violation occurs allowing the theft of cross-origin images through a combination of SVG filters and a &lt;canvas&gt; element due to an error in how same-origin policy is applied to cached image content. The resulting same-origin policy violation could allow for data theft. This vulnerability affects Firefox < 69, Thunderbird < 68.1, Thunderbird < 60.9, Firefox ESR < 60.9, and Firefox ESR < 68.1.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-829 Inclusion of Functionality from Untrusted Control Sphere,https://bugzilla.mozilla.org/show_bug.cgi?id=1559715
CVE-2019-11708,"Insufficient vetting of parameters passed with the Prompt:Open IPC message between child and parent processes can result in the non-sandboxed parent process opening web content chosen by a compromised child process. When combined with additional vulnerabilities this could result in executing arbitrary code on the user's computer. This vulnerability affects Firefox ESR < 60.7.2, Firefox < 67.0.4, and Thunderbird < 60.7.2.","10.0
10.0","10.0
3.9","10.0
6.0",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1559858
CVE-2019-11743,"Navigation events were not fully adhering to the W3C's ""Navigation-Timing Level 2"" draft specification in some instances for the unload event, which restricts access to detailed timing attributes to only be same-origin. This resulted in potential cross-origin information exposure of history through timing side-channel attacks. This vulnerability affects Firefox < 69, Thunderbird < 68.1, Thunderbird < 60.9, Firefox ESR < 60.9, and Firefox ESR < 68.1.","4.3
3.7","8.6
2.2","2.9
1.4",CWE-203 Observable Discrepancy,https://bugzilla.mozilla.org/show_bug.cgi?id=1560495
CVE-2019-17002,"If upgrade-insecure-requests was specified in the Content Security Policy, and a link was dragged and dropped from that page, the link was not upgraded to https. This vulnerability affects Firefox < 70.","4.3
4.3","8.6
2.8","2.9
1.4",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1561056
CVE-2019-11761,"By using a form with a data URI it was possible to gain access to the privileged JSONView object that had been cloned into content. Impact from exposing this object appears to be minimal, however it was a bypass of existing defense in depth mechanisms. This vulnerability affects Firefox < 70, Thunderbird < 68.2, and Firefox ESR < 68.2.","5.8
5.4","8.6
2.8","4.9
2.5",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1561502
CVE-2019-11744,"Some HTML elements, such as &lt;title&gt; and &lt;textarea&gt;, can contain literal angle brackets without treating them as markup. It is possible to pass a literal closing tag to .innerHTML on these elements, and subsequent content after that will be parsed as if it were outside the tag. This can lead to XSS if a site does not filter user input as strictly for these elements as it does for other elements. This vulnerability affects Firefox < 69, Thunderbird < 68.1, Thunderbird < 60.9, Firefox ESR < 60.9, and Firefox ESR < 68.1.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1562033
CVE-2019-11746,"A use-after-free vulnerability can occur while manipulating video elements if the body is freed while still in use. This results in a potentially exploitable crash. This vulnerability affects Firefox < 69, Thunderbird < 68.1, Thunderbird < 60.9, Firefox ESR < 60.9, and Firefox ESR < 68.1.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1564449
CVE-2019-11747,"The ""Forget about this site"" feature in the History pane is intended to remove all saved user data that indicates a user has visited a site. This includes removing any HTTP Strict Transport Security (HSTS) settings received from sites that use it. Due to a bug, sites on the pre-load list also have their HSTS setting removed. On the next visit to that site if the user specifies an http: URL rather than secure https: they will not be protected by the pre-loaded HSTS setting. After that visit the site's HSTS setting will be restored. This vulnerability affects Firefox < 69 and Firefox ESR < 68.1.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-665 Improper Initialization,https://bugzilla.mozilla.org/show_bug.cgi?id=1564481
CVE-2019-11749,A vulnerability exists in WebRTC where malicious web content can use probing techniques on the getUserMedia API using constraints to reveal device properties of cameras on the system without triggering a user prompt or notification. This allows for the potential fingerprinting of users. This vulnerability affects Firefox < 69 and Firefox ESR < 68.1.,"4.3
4.3","8.6
2.8","2.9
1.4",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1565374
CVE-2019-11733,"When a master password is set, it is required to be entered again before stored passwords can be accessed in the 'Saved Logins' dialog. It was found that locally stored passwords can be copied to the clipboard thorough the 'copy password' context menu item without re-entering the master password if the master password had been previously entered in the same session, allowing for potential theft of stored passwords. This vulnerability affects Firefox < 68.0.2 and Firefox ESR < 68.0.2.","5.0
9.8","10.0
3.9","2.9
5.9",CWE-287 Improper Authentication,https://bugzilla.mozilla.org/show_bug.cgi?id=1565780
CVE-2019-11750,"A type confusion vulnerability exists in Spidermonkey, which results in a non-exploitable crash. This vulnerability affects Firefox < 69 and Firefox ESR < 68.1.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),https://bugzilla.mozilla.org/show_bug.cgi?id=1568397
CVE-2019-11751,"Logging-related command line parameters are not properly sanitized when Firefox is launched by another program, such as when a user clicks on malicious links in a chat application. This can be used to write a log file to an arbitrary location such as the Windows 'Startup' folder. <br>*Note: this issue only affects Firefox on Windows operating systems.*. This vulnerability affects Firefox < 69 and Firefox ESR < 68.1.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-88 Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),https://bugzilla.mozilla.org/show_bug.cgi?id=1572838
CVE-2019-11753,"The Firefox installer allows Firefox to be installed to a custom user writable location, leaving it unprotected from manipulation by unprivileged users or malware. If the Mozilla Maintenance Service is manipulated to update this unprotected location and the updated maintenance service in the unprotected location has been altered, the altered maintenance service can run with elevated privileges during the update process due to a lack of integrity checks. This allows for privilege escalation if the executable has been replaced locally. <br>*Note: This attack requires local system access and only affects Windows. Other operating systems are not affected.*. This vulnerability affects Firefox < 69, Firefox ESR < 60.9, and Firefox ESR < 68.1.","4.6
7.8","3.9
1.8","6.4
5.9",CWE-354 Improper Validation of Integrity Check Value,https://bugzilla.mozilla.org/show_bug.cgi?id=1574980
CVE-2019-11757,"When following the value's prototype chain, it was possible to retain a reference to a locale, delete it, and subsequently reference it. This resulted in a use-after-free and a potentially exploitable crash. This vulnerability affects Firefox < 70, Thunderbird < 68.2, and Firefox ESR < 68.2.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1577107
CVE-2019-11760,"A fixed-size stack buffer could overflow in nrappkit when doing WebRTC signaling. This resulted in a potentially exploitable crash in some instances. This vulnerability affects Firefox < 70, Thunderbird < 68.2, and Firefox ESR < 68.2.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-787 Out-of-bounds Write,https://bugzilla.mozilla.org/show_bug.cgi?id=1577719
CVE-2019-13722,Inappropriate implementation in WebRTC in Google Chrome prior to 79.0.3945.79 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-787 Out-of-bounds Write,
CVE-2019-11754,"When the pointer lock is enabled by a website though requestPointerLock(), no user notification is given. This could allow a malicious website to hijack the mouse pointer and confuse users. This vulnerability affects Firefox < 69.0.1.","4.3
4.3","8.6
2.8","2.9
1.4",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1580506
CVE-2019-17010,"Under certain conditions, when checking the Resist Fingerprinting preference during device orientation checks, a race condition could have caused a use-after-free and a potentially exploitable crash. This vulnerability affects Thunderbird < 68.3, Firefox ESR < 68.3, and Firefox < 71.","5.1
7.5","4.9
1.6","6.4
5.9",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1581084
CVE-2019-11762,"If two same-origin documents set document.domain differently to become cross-origin, it was possible for them to call arbitrary DOM methods/getters/setters on the now-cross-origin window. This vulnerability affects Firefox < 70, Thunderbird < 68.2, and Firefox ESR < 68.2.","5.8
6.1","8.6
2.8","4.9
2.7",CWE-346 Origin Validation Error,https://bugzilla.mozilla.org/show_bug.cgi?id=1582857
CVE-2019-17005,"The plain text serializer used a fixed-size array for the number of <ol> elements it could process; however it was possible to overflow the static-sized array leading to memory corruption and a potentially exploitable crash. This vulnerability affects Thunderbird < 68.3, Firefox ESR < 68.3, and Firefox < 71.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-787 Out-of-bounds Write,https://bugzilla.mozilla.org/show_bug.cgi?id=1584170
CVE-2019-11763,"Failure to correctly handle null bytes when processing HTML entities resulted in Firefox incorrectly parsing these entities. This could have led to HTML comment text being treated as HTML which could have led to XSS in a web application under certain conditions. It could have also led to HTML entities being masked from filters - enabling the use of entities to mask the actual characters of interest from filters. This vulnerability affects Firefox < 70, Thunderbird < 68.2, and Firefox ESR < 68.2.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1584216
CVE-2019-15903,"In libexpat before 2.2.8, crafted XML input could fool the parser into changing from DTD parsing to document parsing too early; a consecutive call to XML_GetCurrentLineNumber (or XML_GetCurrentColumnNumber) then resulted in a heap-based buffer over-read.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-125 Out-of-bounds Read,
CVE-2020-6797,"By downloading a file with the .fileloc extension, a semi-privileged extension could launch an arbitrary application on the user's computer. The attacker is restricted as they are unable to download non-quarantined files or supply command line arguments to the application, limiting the impact. Note: this issue only occurs on Mac OSX. Other operating systems are unaffected. This vulnerability affects Thunderbird < 68.5, Firefox < 73, and Firefox < ESR68.5.","4.3
4.3","8.6
2.8","2.9
1.4",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1596668
CVE-2019-17020,"If an XML file is served with a Content Security Policy and the XML file includes an XSL stylesheet, the Content Security Policy will not be applied to the contents of the XSL stylesheet. If the XSL sheet e.g. includes JavaScript, it would bypass any of the restrictions of the Content Security Policy applied to the XML document. This vulnerability affects Firefox < 72.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-611 Improper Restriction of XML External Entity Reference,https://bugzilla.mozilla.org/show_bug.cgi?id=1597645
CVE-2019-17016,"When pasting a &lt;style&gt; tag from the clipboard into a rich text editor, the CSS sanitizer incorrectly rewrites a @namespace rule. This could allow for injection into certain types of websites resulting in data exfiltration. This vulnerability affects Firefox ESR < 68.4 and Firefox < 72.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1599181
CVE-2019-17022,"When pasting a &lt;style&gt; tag from the clipboard into a rich text editor, the CSS sanitizer does not escape &lt; and &gt; characters. Because the resulting string is pasted directly into the text node of the element this does not result in a direct injection into the webpage; however, if a webpage subsequently copies the node's innerHTML, assigning it to another innerHTML, this would result in an XSS vulnerability. Two WYSIWYG editors were identified with this behavior, more may exist. This vulnerability affects Firefox ESR < 68.4 and Firefox < 72.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1602843
CVE-2020-6798,"If a template tag was used in a select tag, the parser could be confused and allow JavaScript parsing and execution when it should not be allowed. A site that relied on the browser behaving correctly could suffer a cross-site scripting vulnerability as a result. In general, this flaw cannot be exploited through email in the Thunderbird product because scripting is disabled when reading mail, but is potentially a risk in browser or browser-like contexts. This vulnerability affects Thunderbird < 68.5, Firefox < 73, and Firefox < ESR68.5.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1602944
CVE-2019-17017,"Due to a missing case handling object types, a type confusion vulnerability could occur, resulting in a crash. We presume that with enough effort that it could be exploited to run arbitrary code. This vulnerability affects Firefox ESR < 68.4 and Firefox < 72.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),https://bugzilla.mozilla.org/show_bug.cgi?id=1603055
CVE-2020-6799,"Command line arguments could have been injected during Firefox invocation as a shell handler for certain unsupported file types. This required Firefox to be configured as the default handler for a given file type and for a file downloaded to be opened in a third party application that insufficiently sanitized URL data. In that situation, clicking a link in the third party application could have been used to retrieve and execute files whose location was supplied through command line arguments. Note: This issue only affects Windows operating systems and when Firefox is configured as the default handler for non-default filetypes. Other operating systems are unaffected. This vulnerability affects Firefox < 73 and Firefox < ESR68.5.","5.1
8.8","4.9
2.8","6.4
5.9",CWE-88 Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),https://bugzilla.mozilla.org/show_bug.cgi?id=1606596
CVE-2019-17026,"Incorrect alias information in IonMonkey JIT compiler for setting array elements could lead to a type confusion. We are aware of targeted attacks in the wild abusing this flaw. This vulnerability affects Firefox ESR < 68.4.1, Thunderbird < 68.4.1, and Firefox < 72.0.1.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),https://bugzilla.mozilla.org/show_bug.cgi?id=1607443
CVE-2020-6811,"The 'Copy as cURL' feature of Devtools' network tab did not properly escape the HTTP method of a request, which can be controlled by the website. If a user used the 'Copy as Curl' feature and pasted the command into a terminal, it could have resulted in command injection and arbitrary command execution. This vulnerability affects Thunderbird < 68.6, Firefox < 74, Firefox < ESR68.6, and Firefox ESR < 68.6.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),https://bugzilla.mozilla.org/show_bug.cgi?id=1607742
CVE-2020-6805,"When removing data about an origin whose tab was recently closed, a use-after-free could occur in the Quota manager, resulting in a potentially exploitable crash. This vulnerability affects Thunderbird < 68.6, Firefox < 74, Firefox < ESR68.6, and Firefox ESR < 68.6.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1610880
CVE-2020-6806,"By carefully crafting promise resolutions, it was possible to cause an out-of-bounds read off the end of an array resized during script execution. This could have led to memory corruption and a potentially exploitable crash. This vulnerability affects Thunderbird < 68.6, Firefox < 74, Firefox < ESR68.6, and Firefox ESR < 68.6.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-125 Out-of-bounds Read,https://bugzilla.mozilla.org/show_bug.cgi?id=1612308
CVE-2019-20503,usrsctp before 2019-12-20 has out-of-bounds reads in sctp_load_addresses_from_init.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-125 Out-of-bounds Read,
CVE-2020-6807,"When a device was changed while a stream was about to be destroyed, the <code>stream-reinit</code> task may have been executed after the stream was destroyed, causing a use-after-free and a potentially exploitable crash. This vulnerability affects Thunderbird < 68.6, Firefox < 74, Firefox < ESR68.6, and Firefox ESR < 68.6.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1614971
CVE-2020-6812,"The first time AirPods are connected to an iPhone, they become named after the user's name by default (e.g. Jane Doe's AirPods.) Websites with camera or microphone permission are able to enumerate device names, disclosing the user's name. To resolve this issue, Firefox added a special case that renames devices containing the substring 'AirPods' to simply 'AirPods'. This vulnerability affects Thunderbird < 68.6, Firefox < 74, Firefox < ESR68.6, and Firefox ESR < 68.6.","5.0
5.3","10.0
3.9","2.9
1.4",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1616661
CVE-2020-6819,"Under certain conditions, when running the nsDocShell destructor, a race condition can cause a use-after-free. We are aware of targeted attacks in the wild abusing this flaw. This vulnerability affects Thunderbird < 68.7.0, Firefox < 74.0.1, and Firefox ESR < 68.6.1.","6.8
8.1","8.6
2.2","6.4
5.9",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1620818
CVE-2020-6824,"Initially, a user opens a Private Browsing Window and generates a password for a site, then closes the Private Browsing Window but leaves Firefox open. Subsequently, if the user had opened a new Private Browsing Window, revisited the same site, and generated a new password - the generated passwords would have been identical, rather than independent. This vulnerability affects Firefox < 75.","1.9
2.8","3.4
1.3","2.9
1.4",CWE-384 Session Fixation,https://bugzilla.mozilla.org/show_bug.cgi?id=1621853
CVE-2020-6821,"When reading from areas partially or fully outside the source resource with WebGL's <code>copyTexSubImage</code> method, the specification requires the returned values be zero. Previously, this memory was uninitialized, leading to potentially sensitive data disclosure. This vulnerability affects Thunderbird < 68.7.0, Firefox ESR < 68.7, and Firefox < 75.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-908 Use of Uninitialized Resource,https://bugzilla.mozilla.org/show_bug.cgi?id=1625404
CVE-2020-6820,"Under certain conditions, when handling a ReadableStream, a race condition can cause a use-after-free. We are aware of targeted attacks in the wild abusing this flaw. This vulnerability affects Thunderbird < 68.7.0, Firefox < 74.0.1, and Firefox ESR < 68.6.1.","6.8
8.1","8.6
2.2","6.4
5.9",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1626728
CVE-2020-12425,"Due to confusion processing a hyphen character in Date.parse(), a one-byte out of bounds read could have occurred, leading to potential information disclosure. This vulnerability affects Firefox < 78.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-125 Out-of-bounds Read,https://bugzilla.mozilla.org/show_bug.cgi?id=1634738
CVE-2013-1717,"Mozilla Firefox before 23.0, Firefox ESR 17.x before 17.0.8, Thunderbird before 17.0.8, Thunderbird ESR 17.x before 17.0.8, and SeaMonkey before 2.20 do not properly restrict local-filesystem access by Java applets, which allows user-assisted remote attackers to read arbitrary files by leveraging a download to a fixed pathname or other predictable pathname.",5.4,4.9,6.9,CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=406541
CVE-2011-3670,"Mozilla Firefox before 3.6.26 and 4.x through 6.0, Thunderbird before 3.1.18 and 5.0 through 6.0, and SeaMonkey before 2.4 do not properly enforce the IPv6 literal address syntax, which allows remote attackers to obtain sensitive information by making XMLHttpRequest calls through a proxy and reading the error messages.",5.0,10.0,2.9,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=504014
CVE-2011-2996,Unspecified vulnerability in the plugin API in Mozilla Firefox 3.6.x before 3.6.23 allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,10.0,10.0,10.0,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=555018
CVE-2012-3984,"Mozilla Firefox before 16.0, Thunderbird before 16.0, and SeaMonkey before 2.13 do not properly handle navigation away from a web page that has a SELECT element's menu active, which allows remote attackers to spoof page content via vectors involving absolute positioning and scrolling.",6.8,8.6,6.4,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=575294
CVE-2011-2373,"Use-after-free vulnerability in Mozilla Firefox before 3.6.18 and 4.x through 4.0.1, Thunderbird before 3.1.11, and SeaMonkey through 2.0.14, when JavaScript is disabled, allows remote attackers to execute arbitrary code via a crafted XUL document.",7.6,4.9,10.0,CWE-399,https://bugzilla.mozilla.org/show_bug.cgi?id=617247
CVE-2011-0074,"Unspecified vulnerability in the browser engine in Mozilla Firefox 3.5.x before 3.5.19 and 3.6.x before 3.6.17, Thunderbird before 3.1.10, and SeaMonkey before 2.0.14 allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors, a different vulnerability than CVE-2011-0072, CVE-2011-0075, CVE-2011-0077, and CVE-2011-0078.",10.0,10.0,10.0,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=619021
CVE-2011-0072,"Unspecified vulnerability in the browser engine in Mozilla Firefox 3.5.x before 3.5.19 and 3.6.x before 3.6.17, Thunderbird before 3.1.10, and SeaMonkey before 2.0.14 allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors, a different vulnerability than CVE-2011-0074, CVE-2011-0075, CVE-2011-0077, and CVE-2011-0078.",10.0,10.0,10.0,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=624187
CVE-2011-1187,"Google Chrome before 10.0.648.127 allows remote attackers to bypass the Same Origin Policy via unspecified vectors, related to an ""error message leak.""",5.0,10.0,2.9,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=624621
